市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,建築年,取引価格（総額）,西暦建築年,築年数,平米単価,面積カテゴリ,徒歩カテゴリ
大阪市旭区,高殿,城北公園通,11,３ＬＤＫ,55,1996年,2300,1996,29,41.81818181818182,50-70㎡,11-12分
大阪市旭区,高殿,城北公園通,8,３ＬＤＫ,65,1998年,2600,1998,27,40.0,50-70㎡,6-10分
大阪市旭区,高殿,城北公園通,11,,60,1996年,1900,1996,29,31.666666666666668,50-70㎡,11-12分
大阪市旭区,高殿,城北公園通,11,２ＬＤＫ,55,1996年,2600,1996,29,47.27272727272727,50-70㎡,11-12分
大阪市旭区,高殿,城北公園通,8,２ＬＤＫ,65,2018年,3300,2018,7,50.76923076923077,50-70㎡,6-10分
大阪市旭区,高殿,城北公園通,8,３ＬＤＫ,65,1998年,2700,1998,27,41.53846153846154,50-70㎡,6-10分
大阪市旭区,高殿,城北公園通,11,２ＬＤＫ,55,1996年,2100,1996,29,38.18181818181818,50-70㎡,11-12分
大阪市旭区,高殿,城北公園通,8,３ＬＤＫ,65,2018年,3400,2018,7,52.30769230769231,50-70㎡,6-10分
大阪市旭区,高殿,城北公園通,8,３ＬＤＫ,65,2018年,3500,2018,7,53.84615384615385,50-70㎡,6-10分
大阪市旭区,高殿,関目高殿,4,２ＬＤＫ,60,1995年,2900,1995,30,48.333333333333336,50-70㎡,0-5分
大阪市旭区,高殿,関目高殿,0,３ＬＤＫ,60,2020年,5000,2020,5,83.33333333333333,50-70㎡,0-5分
大阪市旭区,高殿,関目高殿,5,３ＬＤＫ,65,2006年,3300,2006,19,50.76923076923077,50-70㎡,0-5分
大阪市旭区,高殿,関目高殿,9,３ＬＤＫ,65,2000年,3400,2000,25,52.30769230769231,50-70㎡,6-10分
大阪市旭区,高殿,関目高殿,5,３ＬＤＫ,65,2006年,3800,2006,19,58.46153846153846,50-70㎡,0-5分
大阪市旭区,高殿,関目高殿,8,３ＬＤＫ,65,2015年,4600,2015,10,70.76923076923077,50-70㎡,6-10分
大阪市旭区,高殿,関目高殿,10,３ＬＤＫ,70,2022年,4800,2022,3,68.57142857142857,70-100㎡,6-10分
大阪市旭区,高殿,関目高殿,4,３ＬＤＫ,60,1995年,2500,1995,30,41.666666666666664,50-70㎡,0-5分
大阪市旭区,高殿,関目高殿,8,３ＬＤＫ,65,2000年,2200,2000,25,33.84615384615385,50-70㎡,6-10分
大阪市旭区,高殿,関目高殿,5,３ＬＤＫ,70,2006年,4500,2006,19,64.28571428571429,70-100㎡,0-5分
大阪市旭区,高殿,関目高殿,8,３ＬＤＫ,65,2015年,3800,2015,10,58.46153846153846,50-70㎡,6-10分
大阪市旭区,高殿,関目高殿,4,３ＬＤＫ,70,1995年,3700,1995,30,52.857142857142854,70-100㎡,0-5分
大阪市旭区,高殿,関目高殿,0,１ＤＫ,30,2020年,2500,2020,5,83.33333333333333,30-50㎡,0-5分
大阪市旭区,高殿,関目高殿,7,４ＬＤＫ,75,2006年,3300,2006,19,44.0,70-100㎡,6-10分
